,Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
504,1018,LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,17,12,1,No
505,1020,LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,16,12,1,No
506,1022,LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,17,12,1,No
507,1024,LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,16,12,1,No
508,1026,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,small SUV,1,26,30,28,5,No
509,1028,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,27,23,5,No
510,1030,LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,7,18,24,20,4,No
511,1033,LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,18,16,2,No
512,1034,LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,small car,5,16,26,19,3,No
513,1036,LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,small car,7,26,35,30,7,Yes
514,1039,LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No
515,1040,LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,large car,5,18,27,21,4,No
516,1042,LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,large car,5,17,25,20,4,No
517,1044,LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,large car,5,16,24,19,3,No
518,1046,LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,large car,3,17,26,20,4,No
519,1048,LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,large car,3,16,24,19,3,No
520,1051,LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,21,17,3,No
521,1053,LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,standard SUV,3,16,24,19,3,No
522,1055,LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,special purpose,3,16,23,18,3,No
523,1056,MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,midsize car,1,17,24,19,3,No
524,1058,MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,midsize car,1,16,24,19,3,No
525,1060,MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,midsize car,1,16,24,19,3,No
526,1062,MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,small car,1,13,21,16,2,No
527,1064,MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,small car,1,13,20,15,2,No
528,1066,MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,standard SUV,1,14,20,16,2,No
529,1068,MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,standard SUV,1,14,19,16,2,No
530,1070,MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,large car,1,16,23,18,3,No
531,1072,MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,large car,1,16,23,18,3,No
532,1075,MAZDA 3,2.0,4,Man-6,2WD,Gasoline,midsize car,7,27,37,31,7,Yes
533,1076,MAZDA 3,2.0,4,Man-6,2WD,Gasoline,small car,7,28,38,31,7,Yes
534,1079,MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,28,37,32,7,Yes
535,1080,MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,28,37,31,7,Yes
536,1083,MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7,26,35,30,7,Yes
537,1084,MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,small car,7,27,36,30,7,Yes
538,1087,MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3,29,34,31,7,Yes
539,1089,MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,small car,3,27,32,29,6,No
540,1091,MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,22,28,24,5,No
541,1093,MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,20,26,23,5,No
542,1098,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,22,19,3,No
543,1099,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,23,19,3,No
544,1100,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5,18,24,20,4,No
545,1104,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,22,19,3,No
546,1105,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,23,19,3,No
547,1106,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5,18,24,20,4,No
548,1110,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small car,3,23,30,26,5,No
549,1113,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,small car,3,16,22,18,3,No
550,1115,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,midsize car,5,15,22,18,3,No
551,1116,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,station wagon,5,16,22,18,3,No
552,1119,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,station wagon,3,22,28,25,5,No
553,1123,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3,17,22,19,3,No
554,1124,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3,17,23,19,3,No
555,1127,MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,14,18,15,2,No
556,1129,MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,14,18,15,2,No
557,1133,MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,No
558,1135,MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5,16,21,18,3,No
559,1136,MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5,16,22,18,3,No
560,1139,MERCEDES-BENZ AMG GT S,4.0,8,AutoMan-7,2WD,Gasoline,small car,5,16,22,18,3,No
561,1141,MERCEDES-BENZ AMG S63 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5,17,26,20,4,No
562,1144,MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,small car,3,16,25,19,3,No
563,1145,MERCEDES-BENZ AMG SL65,6.0,12,Auto-7,2WD,Gasoline,small car,3,13,22,16,2,No
564,1148,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5,22,29,25,5,No
565,1149,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5,22,30,25,5,No
566,1150,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5,24,33,27,6,No
567,1154,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5,22,29,25,5,No
568,1155,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5,22,30,25,5,No
569,1156,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5,23,32,26,5,No
570,1160,MERCEDES-BENZ CLA250,2.0,4,AutoMan-7,2WD,Gasoline,small car,5,24,37,29,6,No
571,1162,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol/Gas,small car,5,17/24,24/32,20/27,6,No
572,1164,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small car,5,24,32,27,6,No
573,1167,MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,small car,3,18,26,21,4,No
574,1169,MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,small car,3,17,25,20,4,No
575,1170,MERCEDES-BENZ E300,2.0,4,Auto-9,2WD,Gasoline,midsize car,5,22,30,25,5,No
576,1172,MERCEDES-BENZ E300 4Matic,2.0,4,Auto-9,4WD,Gasoline,midsize car,5,21,29,24,5,No
577,1177,MERCEDES-BENZ GLA 250,2.0,4,AutoMan-7,2WD,Gasoline,station wagon,5,24,33,27,6,No
578,1179,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol/Gas,small SUV,5,17/23,23/31,19/26,5,No
579,1181,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small SUV,5,23,31,26,5,No
580,1183,MERCEDES-BENZ GLC 300,2.0,4,Auto-9,2WD,Gasoline,small SUV,5,22,28,24,5,No
581,1185,MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5,21,28,24,5,No
582,1186,MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5,22,27,24,5,No
583,1190,MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,standard SUV,3,18,23,20,4,No
584,1192,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Ethanol/Gas,standard SUV,3,13/18,17/22,14/19,3,No
585,1194,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,standard SUV,3,18,22,19,3,No
586,1195,MERCEDES-BENZ GLS450 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3,17,22,19,3,No
587,1197,MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,standard SUV,3,14,19,16,2,No
588,1199,MERCEDES-BENZ S560 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5,17,27,21,4,No
589,1201,MERCEDES-BENZ S560 4Matic Maybach,4.0,8,Auto-9,4WD,Gasoline,large car,5,16,25,19,3,No
590,1204,MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,small car,3,17,25,20,4,No
591,1205,MERCEDES-BENZ SLC300,2.0,4,Auto-9,2WD,Gasoline,small car,3,25,32,27,6,No
592,1207,MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,midsize car,7,24,34,28,6,No
593,1209,MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,7,24,32,27,6,No
594,1212,MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3,22,32,26,5,No
595,1214,MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,No
596,1215,MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,small car,7,28,37,32,7,Yes
597,1217,MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7,27,35,30,7,Yes
598,1220,MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,midsize car,3,24,34,28,6,No
599,1222,MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,3,24,32,27,6,No
600,1224,MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3,22,32,26,5,No
601,1226,MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3,23,30,25,5,No
602,1227,MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7,28,37,32,7,Yes
603,1228,MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7,28,38,32,7,Yes
604,1231,MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7,27,35,30,7,Yes
605,1233,MINI Cooper S Clubman,2.0,4,Man-6,2WD,Gasoline,midsize car,7,22,31,25,5,No
606,1235,MINI Cooper S Clubman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7,23,32,27,6,No
607,1237,MINI Cooper S Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7,21,30,24,5,No
608,1239,MINI Cooper S Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7,22,31,26,5,No
609,1241,MINI Cooper S Convertible,2.0,4,Man-6,2WD,Gasoline,small car,7,23,32,26,5,No
610,1243,MINI Cooper S Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,25,33,28,6,No
611,1245,MINI Cooper S Countryman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7,23,32,27,6,No
612,1247,MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7,21,31,24,5,No
613,1249,MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7,22,31,26,5,No
614,1251,MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,7,23,32,26,5,No
615,1253,MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,25,32,28,6,No
616,1256,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline/Electricity,midsize car,3,28/63,27/66,27/65,9,Yes
617,1257,MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3,20,29,24,5,No
618,1259,MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3,22,30,25,5,No
619,1261,MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3,21,31,24,5,No
620,1263,MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,No
621,1265,MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,small car,3,22,31,25,5,No
622,1267,MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3,25,33,28,6,No
623,1269,MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,3,23,32,26,5,No
624,1271,MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3,25,32,28,6,No
625,1273,MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,small car,5,37,43,39,9,Yes
626,1275,MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,small car,5,33,41,36,8,Yes
627,1277,MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,small car,5,35,41,37,8,Yes
628,1279,MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,small car,5,33,40,35,8,Yes
629,1282,NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,small car,3,18,26,21,4,No
630,1284,NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3,19,26,22,4,No
631,1286,NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,small car,3,17,24,20,4,No
632,1288,NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3,18,25,21,4,No
633,1290,NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,standard SUV,3,14,19,16,2,No
634,1292,NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,No
635,1293,NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,small car,3,26,35,29,6,No
636,1295,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,3,31,39,34,8,Yes
637,1297,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,5,31,39,34,8,Yes
638,1299,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,3,27,36,30,7,Yes
639,1301,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,5,27,36,30,7,Yes
640,1303,PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,30,25,5,No
641,1305,PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,No
642,1307,PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,small car,1,22,28,24,5,No
643,1309,PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,small car,1,20,28,23,5,No
644,1311,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,No
645,1313,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
646,1315,PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1,20,26,22,4,No
647,1317,PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,No
648,1319,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1,20,25,22,4,No
649,1321,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,No
650,1323,PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,No
651,1325,PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,small car,1,20,28,23,5,No
652,1327,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,No
653,1329,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
654,1331,PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,No
655,1333,PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,No
656,1335,PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,small car,1,20,26,23,5,No
657,1337,PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,small car,1,18,26,21,4,No
658,1339,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1,20,26,22,4,No
659,1341,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1,18,26,21,4,No
660,1343,PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,No
661,1345,PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,No
662,1347,PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,No
663,1349,PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1,20,28,23,5,No
664,1351,PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,small car,1,22,28,24,5,No
665,1353,PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
666,1355,PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1,20,26,22,4,No
667,1357,PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,No
668,1359,PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,27,24,5,No
669,1361,PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
670,1363,PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
671,1365,PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
672,1367,PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
673,1369,PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
674,1371,PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,small car,3,22,29,25,5,No
675,1373,PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,small car,3,21,28,24,5,No
676,1375,PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,small car,3,21,28,24,5,No
677,1377,PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,small car,3,20,26,22,4,No
678,1380,PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,23,19,3,No
679,1382,PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,17,24,20,4,No
680,1384,PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,small SUV,3,20,25,22,4,No
681,1386,PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,small SUV,3,17,23,19,3,No
682,1388,PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,small SUV,3,17,23,19,3,No
683,1389,PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,large car,5,21,28,24,5,No
684,1391,PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,large car,5,21,27,23,5,No
685,1393,PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,large car,5,21,27,23,5,No
686,1395,PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,large car,5,21,28,23,5,No
687,1397,PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,large car,5,21,28,23,5,No
688,1399,PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No
689,1401,PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No
690,1403,RAM 1500,5.7,8,Auto-6,4WD,Gasoline,pickup,3,13,18,14,1,No
691,1405,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,pickup,3,15,22,17,3,No
692,1407,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,pickup,3,15,21,17,3,No
693,1409,RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,special purpose,3,21,28,24,5,No
694,1411,SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,small SUV,7,23,29,25,5,No
695,1413,SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,small SUV,7,27,33,29,6,No
696,1415,SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,small SUV,1,23,27,25,5,No
697,1417,SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,small SUV,7,22,28,24,5,No
698,1419,SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,small SUV,7,26,32,28,6,No
699,1421,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,midsize car,7,24,32,27,6,No
700,1422,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,station wagon,7,24,31,26,5,No
701,1425,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,midsize car,7,28,38,32,7,Yes
702,1426,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,station wagon,7,28,37,31,7,Yes
703,1429,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,midsize car,7,23,31,26,5,No
704,1430,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,station wagon,7,22,30,25,5,No
705,1433,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,midsize car,7,27,36,30,7,Yes
706,1434,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,station wagon,7,27,35,30,7,Yes
707,1437,SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,midsize car,7,25,34,29,6,No
708,1439,SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,midsize car,3,20,28,23,5,No
709,1441,SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,small SUV,7,25,32,28,6,No
710,1443,SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,small SUV,3,20,27,22,4,No
711,1445,SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,small car,1,21,27,23,5,No
712,1447,SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,small car,1,18,24,21,4,No
713,1449,SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,small car,1,17,22,19,3,No
714,1452,TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,standard SUV,3,17,21,18,3,No
715,1454,TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,standard SUV,3,17,20,18,3,No
716,1456,TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,midsize car,3,21,30,24,5,No
717,1457,TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,midsize car,7,40,39,40,9,Yes
718,1459,TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,small car,3,27,31,29,6,No
719,1461,TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7,29,41,34,8,Yes
720,1463,TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,33,26,5,No
721,1465,TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7,51,53,52,10,Elite
722,1467,TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7,44,47,46,10,Elite
723,1469,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7,28,39,32,7,Yes
724,1471,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7,28,39,32,7,Yes
725,1473,TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No
726,1476,TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,midsize car,3,28,36,32,7,Yes
727,1478,TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,midsize car,3,27,35,30,7,Yes
728,1480,TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,midsize car,3,28,35,31,7,Yes
729,1481,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5,29,38,33,8,Yes
730,1482,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5,30,40,34,8,Yes
731,1485,TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,midsize car,5,27,35,30,7,Yes
732,1487,TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,midsize car,5,28,36,31,7,Yes
733,1490,TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No
734,1491,TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,small car,7,48,43,46,10,Elite
735,1494,TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,23,29,25,5,No
736,1496,TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,25,5,No
737,1497,TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,small SUV,7,34,30,32,7,Yes
738,1500,TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,23,30,26,5,No
739,1502,TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,24,5,No
